raw_rows,valid_time_rows,invalid_time_rows,positive_trip_rows,nonpositive_trip_rows,stage_3_80_rows,below_3min_rows,above_80min_rows,above_120min_rows,positive_trip_ratio_raw,invalid_time_ratio_raw,nonpositive_trip_ratio_valid_time,stage_3_80_ratio_positive,below_3min_ratio_positive,above_80min_ratio_positive,above_120min_ratio_positive,min_min,p01_min,p25_min,median_min,p75_min,p90_min,p95_min,p99_min,p999_min,max_min,mean_min,std_min
90105866,90105866,0,90036672,69194,88787256,271397,978019,111720,0.99923208107228,0.0,0.0007679189277199777,0.98612325431131,0.003014293997894547,0.010862451690795501,0.001240827737391271,0.016666666666666666,4.95,14.166666666666666,21.0,31.766666666666666,45.8,56.28333333333333,81.35,125.01666666666667,5619.25,25.221605877806475,16.69856030431613
