num_slots,num_od_columns,total_cells,observed_cells,missing_cells,observed_ratio,nan_ratio,min_min,p01_min,p25_min,median_min,p75_min,p90_min,p95_min,p99_min,p999_min,max_min,mean_min,std_min,below_3min_count,below_3min_ratio_observed,above_80min_count,above_80min_ratio_observed,above_120min_count,above_120min_ratio_observed
13248,10000,132480000,19742327,112737673,0.14902118810386472,0.8509788118961352,3.0,8.616666666666667,18.5,25.891666666666666,36.333333333333336,48.11666666666667,55.86666666666667,69.91666666666667,78.5,80.0,28.799699138809725,13.631109209820748,0,0.0,0,0.0,0,0.0
